"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"5334","improbable","scenario4","slow",83,"Run to your destination at record speed",1,2278,"dartmouth"
"5334","abnormal2","scenario4","slow",98,"Sit down on a bench and rest for a while",1,2201,"dartmouth"
"5334","abnormal4","scenario4","slow",103,"Wait at the traffic light in front of Collis",1,3753,"dartmouth"
"5334","normal1","scenario2","slow",36,"Reference relevant papers you have read",1,2421,"dartmouth"
"5334","immoral","scenario2","slow",53,"Bribe a classmate to do homework for you",1,1844,"dartmouth"
"5334","abnormal1","scenario1","slow",13,"Hop around the library for a study break",1,1805,"dartmouth"
"5334","abnormal1","scenario1","slow",14,"Listen to music without headphones on",1,2038,"dartmouth"
"5334","normal2","scenario1","slow",12,"Move to Baker Lobby for late-night studying",1,2514,"dartmouth"
"5334","impossible","scenario1","slow",6,"Walk across Baker Lobby in three steps",0,1965,"dartmouth"
"5334","normal2","scenario1","slow",11,"Go to the Tower Room to take a nap there",1,2853,"dartmouth"
"5334","abnormal2","scenario1","slow",18,"Open the windows in the Orozco Room",0,2040,"dartmouth"
"5334","abnormal4","scenario1","slow",22,"Rearrange a few chairs in the Tower Room",1,3402,"dartmouth"
"5334","immoral","scenario1","slow",26,"Put up offensive posters in the hallways",1,6043,"dartmouth"
"5334","abnormal3","scenario1","slow",19,"Skateboard up and down first-floor Berry",1,2636,"dartmouth"
"5334","abnormal3","scenario1","slow",20,"Check out fifty books at the same time",1,2125,"dartmouth"
"5334","abnormal2","scenario3","slow",72,"Acknowledge Foco for the dishes you like",1,2017,"dartmouth"
"5334","abnormal4","scenario3","slow",78,"Take a seat at a table upstairs after 8 pm",1,1813,"dartmouth"
"5334","immoral","scenario3","slow",79,"Steal a bag when the owner is getting food",1,3784,"dartmouth"
"5334","abnormal1","scenario3","slow",67,"Eat with three forks used alternatingly",1,3184,"dartmouth"
"5334","normal1","scenario3","slow",63,"Return your plates after finishing eating",1,2037,"dartmouth"
"5334","abnormal2","scenario6","slow",153,"Remind your floor to go to the floor meeting",1,3046,"dartmouth"
"5334","improbable","scenario6","slow",138,"Walk through the hallway in exactly 47 steps",1,2727,"dartmouth"
"5334","abnormal1","scenario6","slow",149,"Take the elevator to the second floor",1,2049,"dartmouth"
"5334","abnormal3","scenario6","slow",156,"Fill the shared kitchen with your groceries",1,1771,"dartmouth"
"5334","abnormal4","scenario6","slow",157,"Hold a floor party in the common room",1,2078,"dartmouth"
"5461","abnormal2","scenario3","fast",71,"Sit by yourself at a long table downstairs",1,1414,"dartmouth"
"5461","abnormal3","scenario3","fast",73,"Cut in the lines at the stir fry station",1,1514,"dartmouth"
"5461","normal2","scenario3","fast",66,"Take a piece of silverware away with you",1,894,"dartmouth"
"5461","abnormal1","scenario3","fast",67,"Eat with three forks used alternatingly",0,1642,"dartmouth"
"5461","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",1,1579,"dartmouth"
"5461","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",0,1348,"dartmouth"
"5461","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",1,1187,"dartmouth"
"5461","abnormal3","scenario3","fast",75,"Fill your plate with food that you hate",0,1356,"dartmouth"
"5461","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",1,1406,"dartmouth"
"5461","abnormal2","scenario3","fast",70,"Use a tray to carry several items at once",1,1606,"dartmouth"
"5461","abnormal2","scenario3","fast",72,"Acknowledge Foco for the dishes you like",1,1519,"dartmouth"
"5461","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",1,1427,"dartmouth"
"5461","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,1175,"dartmouth"
"5461","normal1","scenario3","fast",61,"Make a customized salad at the salad bar",0,1344,"dartmouth"
"5461","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,988,"dartmouth"
"5461","abnormal1","scenario3","fast",69,"Carry your plate on the top of your head",1,1064,"dartmouth"
"5461","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,1739,"dartmouth"
"5461","impossible","scenario3","fast",59,"Teleport yourself from station to station",0,913,"dartmouth"
"5461","improbable","scenario3","fast",55,"Have filet mignon and broccoli for dinner",1,1372,"dartmouth"
"5461","immoral","scenario3","fast",81,"Make fun of someone's food choice openly",1,1169,"dartmouth"
"5461","normal2","scenario3","fast",65,"Take a couple of cookies away in napkins",1,1233,"dartmouth"
"5461","normal2","scenario3","fast",64,"Take out your laptop and study for an exam",0,1147,"dartmouth"
"5461","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,1588,"dartmouth"
"5461","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",0,1326,"dartmouth"
"5461","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,837,"dartmouth"
"5461","improbable","scenario4","fast",83,"Run to your destination at record speed",1,1728,"dartmouth"
"5461","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",1,1484,"dartmouth"
"5461","normal2","scenario4","fast",91,"Cross the road without looking out for cars",1,1453,"dartmouth"
"5461","abnormal1","scenario4","fast",95,"listen to music through a loudspeaker",1,1014,"dartmouth"
"5461","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",0,883,"dartmouth"
"5461","abnormal2","scenario4","fast",99,"Drive from your room to your classroom",1,1614,"dartmouth"
"5461","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,942,"dartmouth"
"5461","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,1368,"dartmouth"
"5461","normal1","scenario4","fast",89,"Walk on the footpath across the Green",1,996,"dartmouth"
"5461","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,836,"dartmouth"
"5461","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",1,1157,"dartmouth"
"5461","impossible","scenario4","fast",87,"Teleport the classroom to where you are",0,859,"dartmouth"
"5461","immoral","scenario4","fast",107,"Shout insults at the people walking by",1,939,"dartmouth"
"5461","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,940,"dartmouth"
"5461","abnormal4","scenario4","fast",105,"Look out for two-way traffic by Dartmouth Hall",1,1026,"dartmouth"
"5461","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,876,"dartmouth"
"5461","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,956,"dartmouth"
"5461","abnormal3","scenario4","fast",101,"Pour a cup of iced tea onto the grass",1,1076,"dartmouth"
"5461","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1497,"dartmouth"
"5461","immoral","scenario6","fast",160,"Enter someone's room without permission",1,1155,"dartmouth"
"5461","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1186,"dartmouth"
"5461","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1179,"dartmouth"
"5461","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",1,1302,"dartmouth"
"5461","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,1251,"dartmouth"
"5461","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",1,1179,"dartmouth"
"5461","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,1068,"dartmouth"
"5461","improbable","scenario6","fast",137,"Hear twenty alarm clocks go off at once",1,1293,"dartmouth"
"5461","normal2","scenario6","fast",146,"Storm a club member's room as a prank",1,1158,"dartmouth"
"5461","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,1220,"dartmouth"
"5461","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,1384,"dartmouth"
"5461","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",0,1313,"dartmouth"
"5461","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",1,1461,"dartmouth"
"5461","abnormal4","scenario6","fast",157,"Hold a floor party in the common room",1,992,"dartmouth"
"5461","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,1218,"dartmouth"
"5461","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,1208,"dartmouth"
"5461","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",1,1030,"dartmouth"
"5461","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",1,1566,"dartmouth"
"5461","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,1384,"dartmouth"
"5461","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,1116,"dartmouth"
"5461","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1185,"dartmouth"
"5461","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,1020,"dartmouth"
"5461","abnormal2","scenario6","fast",151,"Lock your room every time you head out",1,1017,"dartmouth"
"5461","abnormal1","scenario2","fast",41,"Sit facing the back for the entire period",1,1200,"dartmouth"
"5461","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,1447,"dartmouth"
"5461","improbable","scenario2","fast",29,"Recognize your neighbor's laptop wallpaper",1,1658,"dartmouth"
"5461","abnormal2","scenario2","fast",45,"Clean the chalkboard after writing on it",1,904,"dartmouth"
"5461","immoral","scenario2","fast",54,"Assault a classmate for differing opinions",1,1317,"dartmouth"
"5461","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,1587,"dartmouth"
"5461","impossible","scenario2","fast",31,"Let a flying carpet take you to your seat",0,1284,"dartmouth"
"5461","impossible","scenario2","fast",33,"Take a seat in the nine-hundredth row",1,1248,"dartmouth"
"5461","abnormal2","scenario2","fast",44,"Keep a physical copy of every reading",1,688,"dartmouth"
"5461","normal2","scenario2","fast",37,"Watch the professor struggle with Zoom",1,965,"dartmouth"
"5461","immoral","scenario2","fast",53,"Bribe a classmate to do homework for you",1,1111,"dartmouth"
"5461","abnormal1","scenario2","fast",42,"Volunteer to answer every single question",1,1583,"dartmouth"
"5461","improbable","scenario2","fast",28,"Be the sixth person to answer a question",1,1453,"dartmouth"
"5461","normal1","scenario2","fast",34,"Answer a question when being called upon",1,1294,"dartmouth"
"5461","abnormal3","scenario2","fast",47,"Jump up and down in the middle of the class",1,857,"dartmouth"
"5461","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,696,"dartmouth"
"5461","impossible","scenario2","fast",32,"Move your fountain pen with your mind",0,1257,"dartmouth"
"5461","improbable","scenario2","fast",30,"Sit next to someone born on Februrary 25th",1,1481,"dartmouth"
"5461","immoral","scenario2","fast",52,"Look up answers online during an exam",1,1154,"dartmouth"
"5461","normal1","scenario2","fast",35,"Take notes with a pencil and a notebook",1,750,"dartmouth"
"5461","abnormal2","scenario2","fast",43,"Greet a classmate that you don't know",1,692,"dartmouth"
"5461","abnormal3","scenario2","fast",48,"Ask and answer questions in gibberish",1,809,"dartmouth"
"5461","normal1","scenario2","fast",36,"Reference relevant papers you have read",1,1741,"dartmouth"
"5461","abnormal1","scenario2","fast",40,"Greet everyone in the class individually",1,715,"dartmouth"
"5461","normal2","scenario2","fast",38,"Pet the professor's dog who has wandered in",1,1424,"dartmouth"
"5461","abnormal4","scenario2","fast",51,"Get full mark on an exam without studying",1,1445,"dartmouth"
"5461","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",1,741,"dartmouth"
"5461","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",0,1158,"dartmouth"
"5461","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,945,"dartmouth"
"5461","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,889,"dartmouth"
"5461","impossible","scenario1","fast",5,"Read every book in the library's collection",1,796,"dartmouth"
"5461","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",1,1082,"dartmouth"
"5461","abnormal1","scenario1","fast",13,"Hop around the library for a study break",1,1437,"dartmouth"
"5461","impossible","scenario1","fast",4,"Take the elevator to the seventieth floor",0,1191,"dartmouth"
"5461","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",1,1354,"dartmouth"
"5461","abnormal3","scenario1","fast",20,"Check out fifty books at the same time",1,642,"dartmouth"
"5461","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1453,"dartmouth"
"5461","abnormal2","scenario1","fast",16,"Share a desk in Baker Lobby with a stranger",1,976,"dartmouth"
"5461","normal2","scenario1","fast",12,"Move to Baker Lobby for late-night studying",1,1084,"dartmouth"
"5461","abnormal3","scenario1","fast",19,"Skateboard up and down first-floor Berry",0,1210,"dartmouth"
"5461","abnormal4","scenario1","fast",23,"Organize a club meeting in Baker Lobby",1,775,"dartmouth"
"5461","normal1","scenario1","fast",9,"Get a cup of coffee from Novack Cafe",1,830,"dartmouth"
"5461","improbable","scenario1","fast",3,"Say hi to Ivy the library dog and pet her",1,1186,"dartmouth"
"5461","immoral","scenario1","fast",26,"Put up offensive posters in the hallways",1,1130,"dartmouth"
"5461","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",1,1325,"dartmouth"
"5461","improbable","scenario1","fast",1,"Find an open study room in midterm week",1,830,"dartmouth"
